"","dates","ret_5_yr_daily","ret_10_yr_daily","bps_credit_aaa","bps_credit_baa","spread_aaa.minus.baa","Close","Adj","PX_LAST","snp_ret","clusters_fcm"
"1430",1995-09-07,6.022,6.222,7.34,7.95,0.61,570.29,1036.9389,11.85,0.000275887908093498,2
"1431",1995-09-08,6.025,6.222,7.36,7.98,0.62,572.68,1041.2981,11.16,0.0042039121109256,2
"1432",1995-09-11,6.021,6.224,7.34,7.96,0.62,573.91,1043.5806,11.51,0.00219197557356537,2
"1433",1995-09-12,5.955,6.156,7.31,7.92,0.61,576.51,1048.3225,11.46,0.00454387519277379,2
"1434",1995-09-13,5.988,6.181,7.31,7.92,0.61,578.77,1052.9336,11.35,0.00439855101841282,2
"1435",1995-09-14,5.882,6.098,7.25,7.87,0.62,583.61,1061.7723,11.1,0.00839435649123555,2
"1436",1995-09-15,5.925,6.129,7.26,7.88,0.62,583.35,1061.3013,11.58,-0.000443597935263525,2
"1437",1995-09-18,5.969,6.177,7.31,7.93,0.62,582.77,1060.6088,12.34,-0.000652500849664567,2
"1438",1995-09-19,5.939,6.139,7.28,7.9,0.62,584.2,1063.242,12.67,0.00248272501604738,2
"1439",1995-09-20,5.913,6.108,7.26,7.87,0.61,586.77,1067.9586,12.35,0.00443605500911361,2
"1440",1995-09-21,6.016,6.202,7.34,7.96,0.62,583,1061.1501,12.5,-0.00637524713036617,2
"1441",1995-09-22,6.06,6.24,7.36,7.97,0.61,581.73,1058.8416,12.46,-0.00217546980394206,2
"1442",1995-09-25,6.078,6.246,7.33,7.95,0.62,581.81,1058.9957,13.22,0.000145536405067549,2
"1443",1995-09-26,6.111,6.261,7.35,7.97,0.62,581.41,1058.2677,12.9,-0.000687443773378719,2
"1444",1995-09-27,6.107,6.263,7.36,7.98,0.62,581.04,1058.1117,12.9,-0.000147410716589173,2
"1445",1995-09-28,6.1,6.267,7.33,7.95,0.62,585.87,1066.9306,12.46,0.00833456429978044,2
"1446",1995-09-29,6.015,6.182,7.27,7.88,0.61,584.41,1064.2718,12.74,-0.0024920083836755,2
"1447",1995-10-02,5.975,6.14,7.23,7.85,0.62,581.72,1059.4002,13.95,-0.0045774021260358,2
"1448",1995-10-03,5.949,6.119,7.22,7.84,0.62,582.34,1060.5654,14.5,0.00109986764208645,2
"1449",1995-10-04,5.902,6.089,7.2,7.82,0.62,581.47,1059.1423,14.86,-0.00134183144198366,2
"1450",1995-10-05,5.884,6.071,7.17,7.79,0.62,582.63,1061.6258,15.74,0.00234482184310838,2
"1451",1995-10-06,5.883,6.064,7.16,7.78,0.62,582.49,1061.4734,13.98,-0.00014355340648272,2
"1452",1995-10-09,5.883,6.064,7.16,7.78,0.62,578.37,1053.9655,14.85,-0.00707309292913045,2
"1453",1995-10-10,5.93,6.089,7.15,7.77,0.62,577.52,1052.4166,14.97,-0.00146959269539658,2
"1454",1995-10-11,5.908,6.085,7.17,7.8,0.63,579.46,1056.0993,14.57,0.00349927965788459,2
"1455",1995-10-12,5.864,6.039,7.15,7.77,0.62,583.1,1062.7706,14.24,0.00631692493310049,2
"1456",1995-10-13,5.798,5.959,7.05,7.67,0.62,584.5,1065.3256,13.67,0.0024040936021375,2
"1457",1995-10-16,5.787,5.951,7.07,7.69,0.62,583.03,1062.6463,14.62,-0.00251500574096763,2
"1458",1995-10-17,5.776,5.934,7.08,7.7,0.62,586.78,1069.4812,14.03,0.00643196141557152,2
"1459",1995-10-18,5.837,5.99,7.08,7.71,0.63,587.44,1070.872,14.05,0.00130044361696131,2
"1460",1995-10-19,5.819,5.969,7.06,7.69,0.63,590.65,1076.7464,13.55,0.00548562293159213,2
"1461",1995-10-20,5.895,6.04,7.1,7.73,0.63,587.46,1070.941,13.46,-0.00539161310406978,2
"1462",1995-10-23,5.928,6.073,7.13,7.76,0.63,585.06,1066.5827,14.17,-0.00406959860533876,2
"1463",1995-10-24,5.847,6.01,7.09,7.72,0.63,586.54,1069.2808,13.85,0.00252966788229367,2
"1464",1995-10-25,5.818,5.998,7.05,7.68,0.63,582.47,1061.9288,14.49,-0.0068756495019831,2
"1465",1995-10-26,5.834,6.066,7.12,7.75,0.63,576.72,1051.4964,15.59,-0.00982401079997069,2
"1466",1995-10-27,5.827,6.041,7.11,7.75,0.64,579.7,1057.0111,14.63,0.00524462090407532,2
"1467",1995-10-30,5.812,6.035,7.11,7.75,0.64,583.25,1063.6124,14.26,0.00624525135071906,2
"1468",1995-10-31,5.809,6.02,7.07,7.73,0.66,581.5,1060.427,13.83,-0.00299488798739096,2
"1469",1995-11-01,5.743,5.978,7.05,7.71,0.66,584.22,1065.5556,13.41,0.00483635365753607,2
"1470",1995-11-02,5.659,5.891,7.01,7.66,0.65,589.72,1075.8492,13.19,0.00966031242292772,2
"1471",1995-11-03,5.699,5.934,7.02,7.67,0.65,590.57,1077.4671,12.26,0.001503835295876,2
"1472",1995-11-06,5.735,5.957,7.03,7.69,0.66,588.46,1073.7121,12.74,-0.00348502520401793,2
"1473",1995-11-07,5.765,5.977,7.06,7.73,0.67,586.32,1069.8556,13.05,-0.00359174493795857,2
"1474",1995-11-08,5.699,5.929,7.01,7.67,0.66,591.71,1079.9347,12.16,0.00942099101972259,2
"1475",1995-11-09,5.721,5.958,7.04,7.71,0.67,593.26,1083.0865,12.46,0.00291850979508286,2
"1476",1995-11-10,5.764,5.996,7.07,7.74,0.67,592.72,1082.1538,12.97,-0.000861150055881816,2
"1477",1995-11-13,5.713,5.956,7.02,7.69,0.67,592.3,1081.5818,13.2,-0.000528575513018682,2
"1478",1995-11-14,5.695,5.945,7.02,7.69,0.67,589.29,1076.2102,13.38,-0.00496642972357703,2
"1479",1995-11-15,5.731,5.981,7.06,7.73,0.67,593.96,1085.0253,12.95,0.00819087200623078,2
"1480",1995-11-16,5.654,5.906,7,7.67,0.67,597.34,1091.2796,12.57,0.00576419738783977,2
"1481",1995-11-17,5.65,5.905,6.99,7.67,0.68,600.07,1096.2769,12.49,0.00457930304937433,2
"1482",1995-11-20,5.665,5.93,7.01,7.69,0.68,596.85,1090.56,12.37,-0.00521483212863477,2
"1483",1995-11-21,5.691,5.947,7.04,7.72,0.68,600.24,1096.8904,11.74,0.00580472417840381,2
"1484",1995-11-22,5.72,5.935,7.04,7.72,0.68,598.4,1093.5502,11.81,-0.00304515382758396,2
"1485",1995-11-24,5.687,5.908,7.02,7.69,0.67,599.97,1096.4511,11.87,0.00265273601522828,2
"1486",1995-11-27,5.661,5.877,6.98,7.65,0.67,601.32,1098.9219,12.43,0.00225345206913473,2
"1487",1995-11-28,5.661,5.879,6.99,7.66,0.67,606.45,1108.4314,11.57,0.0086534811982543,2
"1488",1995-11-29,5.609,5.829,6.98,7.65,0.67,607.64,1111.0904,11.65,0.00239888548808713,2
"1489",1995-11-30,5.517,5.741,6.89,7.57,0.68,605.37,1106.9518,11.58,-0.00372480943044778,2
"1490",1995-12-01,5.495,5.706,6.86,7.54,0.68,606.98,1109.9142,11.11,0.00267617795101818,1
